food_type,vehicle_type,time_of_day,travel_hours,ambient_temp_c,humidity_pct,container_temp_c,quantity,vehicle_compatible,temp_deviation,food_sensitivity,vehicle_efficiency,spoilage_probability,spoiled,risk_level
Milk,Frozen Container,evening,25.29,19.27,51.6,3.6,528,1,0.6,0.8,0.95,0.5656,1,Medium
Dairy,Refrigerated Truck,morning,29.96,39.76,59.24,6.08,960,1,2.08,0.7,0.75,0.6103,1,High
Fruits,Refrigerated Truck,afternoon,23.8,37.36,62.48,7.0,811,1,0.5,0.4,0.75,0.5162,1,Medium
Fish,Refrigerated Truck,afternoon,23.93,23.66,80.17,7.36,618,1,6.36,0.95,0.75,0.6469,1,High
Fruits,Refrigerated Truck,morning,20.55,34.48,82.73,3.09,800,1,4.41,0.4,0.75,0.5349,1,Medium
Milk,Refrigerated Truck,afternoon,29.77,33.94,79.09,3.72,905,1,0.72,0.8,0.75,0.5073,1,Medium
Milk,Normal Truck,evening,20.4,29.97,65.29,28.47,437,0,25.47,0.8,0.0,1.0,1,High
Milk,Frozen Container,night,29.14,15.48,58.44,-4.99,447,1,7.99,0.8,0.95,0.6692,1,High
Fruits,Frozen Container,morning,3.38,19.63,48.76,1.58,520,1,5.92,0.4,0.95,0.3031,0,Medium
Fruits,Refrigerated Truck,night,4.24,19.6,41.98,3.56,514,1,3.94,0.4,0.75,0.3026,0,Medium
Vegetables,Normal Truck,morning,11.37,23.27,75.72,22.11,948,0,16.11,0.5,0.0,0.8419,1,High
Eggs,Normal Truck,morning,7.62,18.93,60.35,17.98,277,0,14.48,0.6,0.0,0.7755,1,High
Dairy,Refrigerated Truck,night,17.08,25.42,86.03,3.57,207,1,0.43,0.7,0.75,0.4574,0,Medium
Milk,Frozen Container,afternoon,4.42,21.87,89.4,1.92,93,1,1.08,0.8,0.95,0.3871,0,Medium
Fish,Refrigerated Truck,afternoon,14.8,19.8,79.66,2.74,606,1,1.74,0.95,0.75,0.5458,1,Medium
Dairy,Refrigerated Truck,afternoon,13.53,42.62,49.03,7.58,839,1,3.58,0.7,0.75,0.4304,0,Medium
Meat,Normal Truck,afternoon,26.97,19.28,81.54,18.31,108,0,18.31,0.9,0.0,1.0,1,High
Vegetables,Normal Truck,afternoon,24.82,20.04,74.17,19.04,880,0,13.04,0.5,0.0,0.8824,1,High
Fruits,Frozen Container,morning,5.08,40.76,44.87,-2.65,299,1,10.15,0.4,0.95,0.3947,0,Medium
Milk,Normal Truck,morning,7.72,41.09,42.47,39.04,55,0,36.04,0.8,0.0,0.8034,1,High
Dairy,Normal Truck,evening,27.57,28.02,89.24,26.62,903,0,22.62,0.7,0.0,1.0,1,High
Fruits,Refrigerated Truck,morning,10.72,42.62,62.15,2.7,931,1,4.8,0.4,0.75,0.3134,0,Medium
Meat,Refrigerated Truck,morning,17.31,27.61,83.6,4.64,538,1,4.64,0.9,0.75,0.6411,1,High
Fish,Frozen Container,evening,6.86,15.95,69.02,0.21,812,1,0.79,0.95,0.95,0.4315,0,Medium
Eggs,Normal Truck,morning,28.48,25.7,48.56,24.41,633,0,20.91,0.6,0.0,0.8743,1,High
Vegetables,Normal Truck,night,28.92,21.49,72.13,20.42,998,0,14.42,0.5,0.0,0.8488,1,High
Dairy,Refrigerated Truck,night,4.85,27.51,61.02,4.98,474,1,0.98,0.7,0.75,0.4268,0,Medium
Fruits,Refrigerated Truck,night,17.17,29.6,79.29,4.13,142,1,3.37,0.4,0.75,0.4621,0,Medium
Meat,Frozen Container,afternoon,17.69,44.66,60.54,4.67,921,1,4.67,0.9,0.95,0.5414,1,Medium
Milk,Frozen Container,morning,17.39,31.75,58.84,3.39,872,1,0.39,0.8,0.95,0.4111,0,Medium
Meat,Refrigerated Truck,afternoon,12.55,34.64,44.28,5.92,604,1,5.92,0.9,0.75,0.5578,1,Medium
Dairy,Frozen Container,afternoon,28.0,44.53,64.96,-3.64,547,1,7.64,0.7,0.95,0.57,1,Medium
Fish,Frozen Container,night,23.57,20.98,85.93,2.66,967,1,1.66,0.95,0.95,0.6814,1,High
Eggs,Refrigerated Truck,afternoon,4.67,41.33,83.95,4.19,543,1,0.69,0.6,0.75,0.3219,0,Medium
Fish,Refrigerated Truck,evening,24.78,24.86,64.14,7.46,492,1,6.46,0.95,0.75,0.7255,1,High
Dairy,Refrigerated Truck,afternoon,18.05,36.81,62.68,7.44,944,1,3.44,0.7,0.75,0.5254,1,Medium
Milk,Normal Truck,night,10.45,26.62,67.24,25.28,193,0,22.28,0.8,0.0,0.9385,1,High
Milk,Frozen Container,afternoon,17.39,21.4,87.77,1.59,421,1,1.41,0.8,0.95,0.5012,1,Medium
Fish,Frozen Container,morning,15.07,28.93,61.74,-4.48,627,1,5.48,0.95,0.95,0.5784,1,Medium
Dairy,Frozen Container,evening,25.2,23.82,45.59,3.32,128,1,0.68,0.7,0.95,0.5148,1,Medium
Meat,Normal Truck,morning,3.19,36.3,88.85,34.48,189,0,34.48,0.9,0.0,0.8515,1,High
Fruits,Normal Truck,afternoon,15.65,31.36,82.22,29.79,587,0,22.29,0.4,0.0,0.9243,1,High
Fruits,Refrigerated Truck,afternoon,26.36,24.56,64.51,4.4,961,1,3.1,0.4,0.75,0.4564,0,Medium
Meat,Normal Truck,night,12.39,16.57,72.84,15.74,753,0,15.74,0.9,0.0,0.9313,1,High
Fish,Normal Truck,evening,22.64,22.19,45.16,21.08,937,0,20.08,0.95,0.0,1.0,1,High
Vegetables,Normal Truck,evening,4.02,24.54,82.86,23.31,648,0,17.31,0.5,0.0,0.7794,1,High
Milk,Refrigerated Truck,night,22.81,15.31,41.59,6.35,898,1,3.35,0.8,0.75,0.5733,1,Medium
Meat,Normal Truck,morning,19.95,26.84,59.06,25.5,706,0,25.5,0.9,0.0,1.0,1,High
Vegetables,Normal Truck,morning,21.16,21.83,59.46,20.74,744,0,14.74,0.5,0.0,0.8206,1,High
Milk,Normal Truck,night,13.89,19.27,78.58,18.3,126,0,15.3,0.8,0.0,0.8414,1,High
Eggs,Refrigerated Truck,evening,22.29,16.92,46.79,4.08,745,1,0.58,0.6,0.75,0.542,1,Medium
Vegetables,Frozen Container,morning,2.95,32.27,75.95,-0.79,233,1,6.79,0.5,0.95,0.3841,0,Medium
Vegetables,Frozen Container,morning,26.11,22.61,59.81,2.37,371,1,3.63,0.5,0.95,0.4896,0,Medium
Meat,Normal Truck,evening,17.46,29.29,67.89,27.82,733,0,27.82,0.9,0.0,1.0,1,High
Eggs,Normal Truck,evening,10.18,21.41,59.04,20.34,904,0,16.84,0.6,0.0,0.8417,1,High
Fruits,Normal Truck,night,11.6,26.34,52.58,25.02,430,0,17.52,0.4,0.0,0.7436,1,High
Eggs,Normal Truck,afternoon,22.75,23.59,86.68,22.41,596,0,18.91,0.6,0.0,0.9989,1,High
Meat,Normal Truck,night,22.95,15.08,47.41,14.33,368,0,14.33,0.9,0.0,0.9266,1,High
Milk,Normal Truck,morning,17.16,35.81,89.15,34.02,411,0,31.02,0.8,0.0,1.0,1,High
Dairy,Normal Truck,night,3.4,18.64,82.38,17.71,478,0,13.71,0.7,0.0,0.7687,1,High
Eggs,Refrigerated Truck,afternoon,27.2,30.68,53.19,2.38,407,1,1.12,0.6,0.75,0.4899,0,Medium
Meat,Normal Truck,evening,4.78,27.62,60.4,26.24,219,0,26.24,0.9,0.0,0.8941,1,High
Meat,Frozen Container,afternoon,3.04,42.25,92.72,2.43,691,1,2.43,0.9,0.95,0.4378,0,Medium
Dairy,Refrigerated Truck,afternoon,10.62,24.01,65.88,3.6,892,1,0.4,0.7,0.75,0.472,0,Medium
Vegetables,Frozen Container,afternoon,3.5,20.26,78.42,4.93,615,1,1.07,0.5,0.95,0.3174,0,Medium
Dairy,Normal Truck,evening,21.66,29.32,79.84,27.86,961,0,23.86,0.7,0.0,1.0,1,High
Meat,Refrigerated Truck,morning,24.26,24.39,44.77,3.37,450,1,3.37,0.9,0.75,0.6349,1,High
Dairy,Frozen Container,afternoon,9.39,27.43,48.2,1.67,557,1,2.33,0.7,0.95,0.4249,0,Medium
Meat,Refrigerated Truck,evening,25.17,24.62,54.49,2.63,627,1,2.63,0.9,0.75,0.6329,1,High
Vegetables,Frozen Container,morning,10.61,42.25,72.23,3.07,420,1,2.93,0.5,0.95,0.3422,0,Medium
Dairy,Frozen Container,morning,12.08,38.43,56.8,1.02,627,1,2.98,0.7,0.95,0.44,0,Medium
Meat,Frozen Container,afternoon,21.7,23.94,40.62,3.03,370,1,3.03,0.9,0.95,0.582,1,Medium
Dairy,Refrigerated Truck,evening,6.73,29.74,67.13,3.82,77,1,0.18,0.7,0.75,0.3904,0,Medium
Vegetables,Refrigerated Truck,afternoon,4.85,34.62,94.86,3.57,897,1,2.43,0.5,0.75,0.3664,0,Medium
Milk,Normal Truck,night,13.03,20.59,89.43,19.56,514,0,16.56,0.8,0.0,0.8475,1,High
Fish,Refrigerated Truck,morning,21.26,32.19,88.18,5.42,622,1,4.42,0.95,0.75,0.7561,1,High
Fish,Frozen Container,afternoon,10.24,43.26,53.77,4.67,442,1,3.67,0.95,0.95,0.456,0,Medium
Fish,Frozen Container,morning,8.02,18.25,56.28,1.55,859,1,0.55,0.95,0.95,0.3801,0,Medium
Fruits,Refrigerated Truck,evening,18.23,25.65,77.15,4.69,242,1,2.81,0.4,0.75,0.451,0,Medium
Milk,Frozen Container,night,4.61,29.16,80.87,-4.85,690,1,7.85,0.8,0.95,0.4747,0,Medium
Fruits,Frozen Container,afternoon,3.15,29.15,80.31,-4.6,537,1,12.1,0.4,0.95,0.4008,0,Medium
Vegetables,Normal Truck,night,13.79,15.54,63.24,14.76,608,0,8.76,0.5,0.0,0.7087,1,High
Dairy,Frozen Container,afternoon,18.11,35.44,55.89,3.22,303,1,0.78,0.7,0.95,0.4478,0,Medium
Milk,Refrigerated Truck,night,28.5,19.56,41.42,7.69,361,1,4.69,0.8,0.75,0.574,1,Medium
Fruits,Refrigerated Truck,evening,18.57,17.13,68.58,4.24,917,1,3.26,0.4,0.75,0.4436,0,Medium
Fruits,Frozen Container,night,16.31,15.32,47.12,4.63,718,1,2.87,0.4,0.95,0.3756,0,Medium
Fish,Refrigerated Truck,night,15.03,18.8,52.3,4.17,771,1,3.17,0.95,0.75,0.5321,1,Medium
Fish,Normal Truck,afternoon,18.25,32.04,60.69,30.44,546,0,29.44,0.95,0.0,1.0,1,High
Fish,Frozen Container,afternoon,15.25,18.57,84.79,-4.29,847,1,5.29,0.95,0.95,0.6108,1,High
Dairy,Normal Truck,evening,5.68,24.8,85.45,23.56,470,0,19.56,0.7,0.0,0.8146,1,High
Dairy,Refrigerated Truck,morning,10.76,22.41,59.01,5.26,739,1,1.26,0.7,0.75,0.4485,0,Medium
Dairy,Refrigerated Truck,afternoon,17.73,39.31,53.5,2.12,128,1,1.88,0.7,0.75,0.5929,1,Medium
Fish,Refrigerated Truck,morning,19.21,44.83,60.09,4.9,537,1,3.9,0.95,0.75,0.6523,1,High
Fruits,Refrigerated Truck,evening,27.2,17.27,45.25,5.91,324,1,1.59,0.4,0.75,0.4586,0,Medium
Eggs,Normal Truck,evening,20.27,15.79,56.11,15.0,221,0,11.5,0.6,0.0,0.84,1,High
Fish,Frozen Container,night,24.45,28.67,48.37,0.84,473,1,0.16,0.95,0.95,0.6026,1,High
Vegetables,Frozen Container,afternoon,4.58,41.44,44.96,-4.09,307,1,10.09,0.5,0.95,0.376,0,Medium
Eggs,Normal Truck,morning,21.46,27.81,70.65,26.42,191,0,22.92,0.6,0.0,0.9358,1,High
Milk,Refrigerated Truck,morning,9.07,32.02,56.35,7.2,354,1,4.2,0.8,0.75,0.5129,1,Medium
Meat,Normal Truck,morning,7.24,32.79,74.99,31.15,724,0,31.15,0.9,0.0,0.9431,1,High
Eggs,Refrigerated Truck,night,22.55,27.59,74.94,3.82,735,1,0.32,0.6,0.75,0.5078,1,Medium
Meat,Frozen Container,morning,21.69,33.22,88.93,-0.93,660,1,0.93,0.9,0.95,0.5775,1,Medium
Dairy,Refrigerated Truck,morning,3.71,21.59,92.3,3.34,566,1,0.66,0.7,0.75,0.3729,0,Medium
Fruits,Frozen Container,evening,9.78,24.06,94.5,-4.13,107,1,11.63,0.4,0.95,0.4476,0,Medium
Eggs,Normal Truck,night,11.47,22.98,83.97,21.83,739,0,18.33,0.6,0.0,0.88,1,High
Fish,Refrigerated Truck,night,10.86,19.9,90.47,3.56,199,1,2.56,0.95,0.75,0.5154,1,Medium
Vegetables,Refrigerated Truck,afternoon,17.01,44.49,53.38,5.13,54,1,0.87,0.5,0.75,0.4495,0,Medium
Eggs,Normal Truck,evening,25.28,26.22,76.06,24.9,623,0,21.4,0.6,0.0,1.0,1,High
Fruits,Refrigerated Truck,morning,7.0,39.04,87.93,3.44,158,1,4.06,0.4,0.75,0.333,0,Medium
Vegetables,Frozen Container,evening,5.98,27.93,67.35,-0.95,951,1,6.95,0.5,0.95,0.3946,0,Medium
Vegetables,Refrigerated Truck,afternoon,12.73,43.76,47.76,7.59,730,1,1.59,0.5,0.75,0.4506,0,Medium
Meat,Refrigerated Truck,night,2.2,21.21,52.54,4.83,438,1,4.83,0.9,0.75,0.4552,0,Medium
Meat,Normal Truck,evening,9.48,20.9,56.39,19.85,307,0,19.85,0.9,0.0,0.9545,1,High
Fruits,Refrigerated Truck,night,26.76,16.1,85.63,5.54,967,1,1.96,0.4,0.75,0.5539,1,Medium
Milk,Normal Truck,night,4.87,22.81,94.35,21.67,423,0,18.67,0.8,0.0,0.8491,1,High
Meat,Normal Truck,afternoon,11.29,42.17,41.04,40.06,970,0,40.06,0.9,0.0,0.884,1,High
Vegetables,Normal Truck,evening,12.73,21.3,56.76,20.24,340,0,14.24,0.5,0.0,0.7813,1,High
Fish,Normal Truck,morning,5.77,38.05,55.89,36.15,582,0,35.15,0.95,0.0,0.9201,1,High
Milk,Refrigerated Truck,morning,28.75,24.89,87.16,5.42,606,1,2.42,0.8,0.75,0.6518,1,High
Eggs,Refrigerated Truck,evening,29.28,21.86,45.35,3.19,931,1,0.31,0.6,0.75,0.4988,0,Medium
Meat,Frozen Container,evening,15.53,28.89,49.42,2.36,910,1,2.36,0.9,0.95,0.4736,0,Medium
Vegetables,Refrigerated Truck,night,12.94,27.21,40.57,5.27,914,1,0.73,0.5,0.75,0.3321,0,Medium
Eggs,Normal Truck,evening,16.61,23.69,68.15,22.51,174,0,19.01,0.6,0.0,0.9176,1,High
Fruits,Refrigerated Truck,night,20.65,24.22,74.78,6.74,58,1,0.76,0.4,0.75,0.4599,0,Medium
Fish,Frozen Container,afternoon,21.32,41.63,62.19,-4.05,394,1,5.05,0.95,0.95,0.6592,1,High
Milk,Normal Truck,morning,9.86,35.76,49.73,33.98,207,0,30.98,0.8,0.0,0.8506,1,High
Fish,Frozen Container,morning,19.59,19.35,94.38,-1.35,117,1,2.35,0.95,0.95,0.6476,1,High
Fruits,Frozen Container,morning,6.98,41.18,88.01,-3.98,806,1,11.48,0.4,0.95,0.4299,0,Medium
Meat,Normal Truck,afternoon,9.64,32.28,56.77,30.67,607,0,30.67,0.9,0.0,1.0,1,High
Dairy,Frozen Container,afternoon,10.8,27.91,67.14,0.82,69,1,3.18,0.7,0.95,0.4583,0,Medium
Fish,Refrigerated Truck,afternoon,24.43,22.95,74.42,5.14,698,1,4.14,0.95,0.75,0.6634,1,High
Meat,Frozen Container,morning,24.15,26.13,43.84,-1.83,926,1,1.83,0.9,0.95,0.552,1,Medium
Fruits,Frozen Container,morning,11.24,44.16,83.61,-1.95,632,1,9.45,0.4,0.95,0.4318,0,Medium
Fish,Normal Truck,night,22.61,19.72,61.74,18.73,988,0,17.73,0.95,0.0,1.0,1,High
Fish,Normal Truck,afternoon,7.0,31.9,46.53,30.3,946,0,29.3,0.95,0.0,0.9043,1,High
Fruits,Normal Truck,morning,2.29,19.38,85.83,18.41,552,0,10.91,0.4,0.0,0.598,1,Medium
Eggs,Normal Truck,afternoon,10.71,19.88,40.58,18.89,103,0,15.39,0.6,0.0,0.7764,1,High
Milk,Frozen Container,evening,11.34,20.85,54.38,-0.16,486,1,3.16,0.8,0.95,0.487,0,Medium
Eggs,Normal Truck,morning,26.94,28.54,44.23,27.12,691,0,23.62,0.6,0.0,0.9529,1,High
Dairy,Normal Truck,afternoon,15.39,29.01,93.26,27.56,428,0,23.56,0.7,0.0,1.0,1,High
Dairy,Normal Truck,morning,7.66,32.81,70.53,31.17,121,0,27.17,0.7,0.0,0.8721,1,High
Eggs,Normal Truck,morning,12.41,30.98,49.29,29.43,456,0,25.93,0.6,0.0,0.8895,1,High
Fish,Refrigerated Truck,morning,6.7,36.49,69.09,2.83,240,1,1.83,0.95,0.75,0.4824,0,Medium
Fruits,Refrigerated Truck,afternoon,9.37,35.29,74.01,4.77,556,1,2.73,0.4,0.75,0.3433,0,Medium
Dairy,Refrigerated Truck,evening,18.97,18.16,85.0,4.68,193,1,0.68,0.7,0.75,0.5137,1,Medium
Meat,Frozen Container,evening,13.97,26.42,93.33,-3.37,945,1,3.37,0.9,0.95,0.545,1,Medium
Milk,Normal Truck,afternoon,7.58,32.16,64.59,30.55,338,0,27.55,0.8,0.0,0.893,1,High
Milk,Frozen Container,morning,11.53,35.65,92.62,1.2,163,1,1.8,0.8,0.95,0.4636,0,Medium
Eggs,Normal Truck,morning,13.28,19.64,57.02,18.66,680,0,15.16,0.6,0.0,0.7911,1,High
Milk,Frozen Container,evening,24.27,15.19,85.13,-3.77,73,1,6.77,0.8,0.95,0.6513,1,High
Fish,Normal Truck,night,26.45,29.49,54.03,28.02,395,0,27.02,0.95,0.0,1.0,1,High
Dairy,Normal Truck,afternoon,3.3,38.93,52.78,36.99,735,0,32.99,0.7,0.0,0.8329,1,High
Meat,Normal Truck,night,26.64,28.36,65.0,26.94,470,0,26.94,0.9,0.0,1.0,1,High
Vegetables,Refrigerated Truck,afternoon,22.65,28.21,94.66,4.12,907,1,1.88,0.5,0.75,0.5314,1,Medium
Fish,Frozen Container,night,19.81,27.4,49.7,1.82,603,1,0.82,0.95,0.95,0.6268,1,High
Milk,Refrigerated Truck,night,17.63,27.59,81.96,4.12,850,1,1.12,0.8,0.75,0.5937,1,Medium
Dairy,Frozen Container,afternoon,2.22,24.06,83.96,-4.07,802,1,8.07,0.7,0.95,0.4326,0,Medium
Milk,Refrigerated Truck,afternoon,20.0,18.9,92.84,3.85,743,1,0.85,0.8,0.75,0.5568,1,Medium
Vegetables,Frozen Container,evening,17.95,24.5,85.72,-1.98,569,1,7.98,0.5,0.95,0.5443,1,Medium
Dairy,Normal Truck,afternoon,24.48,25.97,54.62,24.68,619,0,20.68,0.7,0.0,1.0,1,High
Fish,Refrigerated Truck,morning,3.87,39.27,77.18,7.38,427,1,6.38,0.95,0.75,0.5725,1,Medium
Milk,Refrigerated Truck,afternoon,23.35,40.96,50.36,5.88,308,1,2.88,0.8,0.75,0.5669,1,Medium
Eggs,Normal Truck,night,7.87,15.57,72.37,14.79,519,0,11.29,0.6,0.0,0.7404,1,High
Meat,Frozen Container,night,20.65,17.57,43.12,1.15,160,1,1.15,0.9,0.95,0.5567,1,Medium
Milk,Frozen Container,night,26.07,19.08,40.73,0.35,193,1,2.65,0.8,0.95,0.4683,0,Medium
Vegetables,Normal Truck,night,17.85,27.69,94.35,26.31,207,0,20.31,0.5,0.0,0.9178,1,High
Dairy,Frozen Container,morning,13.53,27.5,73.2,1.16,642,1,2.84,0.7,0.95,0.54,1,Medium
Milk,Refrigerated Truck,afternoon,21.71,35.2,69.23,6.79,762,1,3.79,0.8,0.75,0.6304,1,High
Meat,Refrigerated Truck,night,6.46,23.65,75.51,3.8,661,1,3.8,0.9,0.75,0.456,0,Medium
Fish,Normal Truck,evening,15.18,27.7,44.9,26.31,424,0,25.31,0.95,0.0,1.0,1,High
Meat,Frozen Container,night,15.88,16.59,45.65,-0.14,171,1,0.14,0.9,0.95,0.4049,0,Medium
Dairy,Frozen Container,morning,13.98,30.66,87.37,1.43,235,1,2.57,0.7,0.95,0.4573,0,Medium
Fish,Refrigerated Truck,afternoon,6.87,20.02,63.47,7.48,951,1,6.48,0.95,0.75,0.4694,0,Medium
Eggs,Normal Truck,morning,5.48,35.82,73.49,34.03,487,0,30.53,0.6,0.0,0.9097,1,High
Fish,Normal Truck,night,28.74,27.74,72.18,26.35,625,0,25.35,0.95,0.0,1.0,1,High
Milk,Frozen Container,night,13.38,17.88,58.6,4.71,798,1,1.71,0.8,0.95,0.4373,0,Medium
Vegetables,Frozen Container,morning,27.15,31.25,64.92,0.67,515,1,5.33,0.5,0.95,0.5666,1,Medium
Meat,Refrigerated Truck,afternoon,20.96,20.47,76.69,6.9,147,1,6.9,0.9,0.75,0.5748,1,Medium
Eggs,Frozen Container,morning,12.62,31.53,69.05,-1.15,800,1,4.65,0.6,0.95,0.4455,0,Medium
Meat,Normal Truck,afternoon,19.47,39.59,75.4,37.61,96,0,37.61,0.9,0.0,1.0,1,High
Vegetables,Refrigerated Truck,morning,12.96,30.5,90.69,4.73,697,1,1.27,0.5,0.75,0.4037,0,Medium
Dairy,Normal Truck,morning,18.94,18.26,79.27,17.35,702,0,13.35,0.7,0.0,0.9573,1,High
Milk,Normal Truck,evening,24.73,28.81,62.68,27.37,294,0,24.37,0.8,0.0,1.0,1,High
Dairy,Frozen Container,afternoon,16.28,30.3,72.13,2.02,421,1,1.98,0.7,0.95,0.4897,0,Medium
Fish,Refrigerated Truck,evening,19.78,28.1,85.63,2.09,635,1,1.09,0.95,0.75,0.637,1,High
Milk,Frozen Container,evening,8.49,25.13,54.65,-0.96,695,1,3.96,0.8,0.95,0.3824,0,Medium
Eggs,Frozen Container,afternoon,4.53,23.55,51.03,-0.81,105,1,4.31,0.6,0.95,0.3672,0,Medium
Dairy,Normal Truck,morning,15.31,19.42,92.75,18.44,847,0,14.44,0.7,0.0,0.8858,1,High
Milk,Frozen Container,night,15.24,19.46,80.2,1.13,457,1,1.87,0.8,0.95,0.5666,1,Medium
Dairy,Frozen Container,afternoon,20.22,27.48,74.98,1.39,203,1,2.61,0.7,0.95,0.5629,1,Medium
Milk,Frozen Container,night,18.99,27.03,94.87,-3.28,416,1,6.28,0.8,0.95,0.6315,1,High
Eggs,Normal Truck,evening,12.05,16.15,74.15,15.34,414,0,11.84,0.6,0.0,0.823,1,High
Fruits,Refrigerated Truck,morning,15.62,29.32,59.17,2.67,987,1,4.83,0.4,0.75,0.383,0,Medium
Meat,Refrigerated Truck,evening,21.13,15.11,53.89,3.84,559,1,3.84,0.9,0.75,0.5984,1,Medium
Milk,Normal Truck,evening,13.34,23.9,65.96,22.7,703,0,19.7,0.8,0.0,0.9006,1,High
Milk,Refrigerated Truck,morning,14.63,22.84,52.29,5.7,305,1,2.7,0.8,0.75,0.5359,1,Medium
Vegetables,Frozen Container,morning,21.21,36.62,71.48,0.57,129,1,5.43,0.5,0.95,0.4815,0,Medium
Vegetables,Frozen Container,afternoon,25.92,41.17,89.62,4.67,889,1,1.33,0.5,0.95,0.5881,1,Medium
Dairy,Normal Truck,night,14.71,22.43,54.07,21.31,583,0,17.31,0.7,0.0,1.0,1,High
Fish,Normal Truck,night,12.28,24.33,73.29,23.12,887,0,22.12,0.95,0.0,0.9424,1,High
Dairy,Normal Truck,afternoon,18.75,41.49,87.72,39.41,460,0,35.41,0.7,0.0,0.988,1,High
Dairy,Refrigerated Truck,morning,2.65,22.67,51.09,6.12,665,1,2.12,0.7,0.75,0.3928,0,Medium
Eggs,Refrigerated Truck,night,5.96,26.18,58.07,7.4,68,1,3.9,0.6,0.75,0.3749,0,Medium
Vegetables,Refrigerated Truck,night,20.59,20.24,79.13,7.22,114,1,1.22,0.5,0.75,0.4587,0,Medium
Fruits,Frozen Container,morning,4.23,24.96,52.81,1.45,535,1,6.05,0.4,0.95,0.3349,0,Medium
Meat,Normal Truck,evening,19.36,23.96,94.3,22.76,864,0,22.76,0.9,0.0,1.0,1,High
Dairy,Refrigerated Truck,morning,14.72,34.74,73.83,3.36,773,1,0.64,0.7,0.75,0.4532,0,Medium
Milk,Normal Truck,night,25.42,25.99,50.93,24.69,252,0,21.69,0.8,0.0,1.0,1,High
Fruits,Refrigerated Truck,morning,28.56,23.45,87.83,2.57,590,1,4.93,0.4,0.75,0.524,1,Medium
Fruits,Normal Truck,afternoon,15.42,38.04,52.02,36.14,64,0,28.64,0.4,0.0,0.8557,1,High
Eggs,Normal Truck,afternoon,2.67,38.75,58.17,36.81,971,0,33.31,0.6,0.0,0.6747,1,High
Fruits,Normal Truck,morning,4.15,27.09,60.98,25.74,617,0,18.24,0.4,0.0,0.7506,1,High
Dairy,Refrigerated Truck,night,12.51,28.66,46.3,7.95,474,1,3.95,0.7,0.75,0.4971,0,Medium
Fish,Normal Truck,morning,25.54,25.75,75.04,24.47,637,0,23.47,0.95,0.0,1.0,1,High
Meat,Refrigerated Truck,afternoon,6.72,25.49,55.77,3.91,261,1,3.91,0.9,0.75,0.4464,0,Medium
Meat,Frozen Container,afternoon,3.01,28.77,85.91,3.19,235,1,3.19,0.9,0.95,0.4413,0,Medium
Dairy,Frozen Container,evening,18.83,21.07,43.6,2.86,653,1,1.14,0.7,0.95,0.4071,0,Medium
Meat,Refrigerated Truck,afternoon,10.16,18.54,57.4,2.45,533,1,2.45,0.9,0.75,0.51,1,Medium
Eggs,Normal Truck,afternoon,18.19,28.03,83.72,26.63,831,0,23.13,0.6,0.0,0.9755,1,High
Fish,Normal Truck,morning,14.31,37.28,62.82,35.42,618,0,34.42,0.95,0.0,1.0,1,High
Meat,Refrigerated Truck,night,25.39,22.04,57.76,7.87,960,1,7.87,0.9,0.75,0.6464,1,High
Dairy,Frozen Container,afternoon,3.85,43.34,41.55,1.73,777,1,2.27,0.7,0.95,0.4325,0,Medium
Milk,Frozen Container,morning,4.04,24.45,82.77,-0.7,741,1,3.7,0.8,0.95,0.4335,0,Medium
Eggs,Refrigerated Truck,afternoon,3.54,35.98,66.71,5.33,971,1,1.83,0.6,0.75,0.3177,0,Medium
Meat,Normal Truck,night,20.56,16.43,74.21,15.61,471,0,15.61,0.9,0.0,1.0,1,High
Fish,Normal Truck,evening,23.38,16.34,43.16,15.52,679,0,14.52,0.95,0.0,1.0,1,High
Dairy,Frozen Container,evening,2.14,17.75,52.03,-0.81,412,1,4.81,0.7,0.95,0.3124,0,Medium
Dairy,Refrigerated Truck,night,8.9,27.94,72.4,4.46,190,1,0.46,0.7,0.75,0.3951,0,Medium
Vegetables,Normal Truck,evening,27.44,28.01,43.41,26.61,390,0,20.61,0.5,0.0,0.9587,1,High
Vegetables,Refrigerated Truck,night,28.8,28.92,77.53,3.25,882,1,2.75,0.5,0.75,0.6075,1,High
Dairy,Frozen Container,evening,7.82,25.44,69.99,-0.97,832,1,4.97,0.7,0.95,0.4591,0,Medium
Dairy,Frozen Container,night,29.09,28.95,65.44,1.99,682,1,2.01,0.7,0.95,0.5649,1,Medium
Meat,Normal Truck,night,3.91,28.52,74.92,27.1,619,0,27.1,0.9,0.0,0.8741,1,High
Fruits,Refrigerated Truck,night,10.31,17.16,68.07,2.04,136,1,5.46,0.4,0.75,0.4321,0,Medium
Meat,Normal Truck,morning,27.22,40.73,75.81,38.69,130,0,38.69,0.9,0.0,1.0,1,High
Milk,Refrigerated Truck,night,15.42,16.94,50.08,7.77,321,1,4.77,0.8,0.75,0.4438,0,Medium
Eggs,Refrigerated Truck,night,29.02,22.24,70.36,2.73,492,1,0.77,0.6,0.75,0.589,1,Medium
Eggs,Frozen Container,morning,6.09,23.65,62.04,2.06,906,1,1.44,0.6,0.95,0.3261,0,Medium
Dairy,Frozen Container,night,29.36,19.95,77.11,4.54,799,1,0.54,0.7,0.95,0.5246,1,Medium
